year,region,disease,dalys_millions,global_dalys_millions
2016,Oceania,Road injuries,0.71,74.5
2017,North America,Road injuries,3.59,74.0
2017,Western Europe,Road injuries,4.47,74.0
2017,Eastern Europe,Road injuries,2.99,74.0
2017,China,Road injuries,12.66,74.0
2017,India,Road injuries,14.29,74.0
2017,Southeast Asia,Road injuries,7.16,74.0
2017,Middle East,Road injuries,5.14,74.0
2017,Africa,Road injuries,17.63,74.0
2017,Latin America,Road injuries,4.99,74.0
2017,Oceania,Road injuries,0.71,74.0
2018,North America,Road injuries,3.51,73.5
2018,Western Europe,Road injuries,4.52,73.5
2018,Eastern Europe,Road injuries,2.94,73.5
2018,China,Road injuries,12.76,73.5
2018,India,Road injuries,14.49,73.5
2018,Southeast Asia,Road injuries,7.12,73.5
2018,Middle East,Road injuries,5.21,73.5
2018,Africa,Road injuries,18.0,73.5
2018,Latin America,Road injuries,5.26,73.5
2018,Oceania,Road injuries,0.73,73.5
2019,North America,Road injuries,3.55,73.0
2019,Western Europe,Road injuries,4.15,73.0
2019,Eastern Europe,Road injuries,3.01,73.0
2019,China,Road injuries,13.5,73.0
2019,India,Road injuries,14.33,73.0
2019,Southeast Asia,Road injuries,7.66,73.0
2019,Middle East,Road injuries,5.11,73.0
2019,Africa,Road injuries,16.57,73.0
2019,Latin America,Road injuries,5.17,73.0
2019,Oceania,Road injuries,0.72,73.0
2020,North America,Road injuries,3.44,71.5
2020,Western Europe,Road injuries,4.27,71.5
2020,Eastern Europe,Road injuries,2.96,71.5
2020,China,Road injuries,12.61,71.5
2020,India,Road injuries,14.55,71.5
2020,Southeast Asia,Road injuries,6.85,71.5
2020,Middle East,Road injuries,5.16,71.5
2020,Africa,Road injuries,15.93,71.5
2020,Latin America,Road injuries,4.77,71.5
2020,Oceania,Road injuries,0.71,71.5
2021,North America,Road injuries,3.63,70.0
2021,Western Europe,Road injuries,3.99,70.0
2021,Eastern Europe,Road injuries,2.68,70.0
2021,China,Road injuries,12.57,70.0
2021,India,Road injuries,15.25,70.0
2021,Southeast Asia,Road injuries,6.81,70.0
2021,Middle East,Road injuries,5.0,70.0
2021,Africa,Road injuries,15.56,70.0
2021,Latin America,Road injuries,4.79,70.0
2021,Oceania,Road injuries,0.7,70.0
2022,North America,Road injuries,3.44,70.0
2022,Western Europe,Road injuries,4.14,70.0
2022,Eastern Europe,Road injuries,2.62,70.0
2022,China,Road injuries,12.59,70.0
2022,India,Road injuries,14.51,70.0
2022,Southeast Asia,Road injuries,7.02,70.0
2022,Middle East,Road injuries,5.12,70.0
2022,Africa,Road injuries,15.76,70.0
2022,Latin America,Road injuries,4.89,70.0
2022,Oceania,Road injuries,0.68,70.0
2023,North America,Road injuries,3.43,70.0
2023,Western Europe,Road injuries,3.96,70.0
2023,Eastern Europe,Road injuries,2.77,70.0
2023,China,Road injuries,12.67,70.0
2023,India,Road injuries,14.99,70.0
2023,Southeast Asia,Road injuries,7.15,70.0
2023,Middle East,Road injuries,4.73,70.0
2023,Africa,Road injuries,14.54,70.0
2023,Latin America,Road injuries,4.86,70.0
2023,Oceania,Road injuries,0.72,70.0
2024,North America,Road injuries,3.47,70.0
2024,Western Europe,Road injuries,4.29,70.0
2024,Eastern Europe,Road injuries,2.78,70.0
2024,China,Road injuries,12.97,70.0
2024,India,Road injuries,13.13,70.0
2024,Southeast Asia,Road injuries,7.46,70.0
2024,Middle East,Road injuries,4.69,70.0
2024,Africa,Road injuries,15.9,70.0
2024,Latin America,Road injuries,4.85,70.0
2024,Oceania,Road injuries,0.7,70.0
2025,North America,Road injuries,3.49,70.5
2025,Western Europe,Road injuries,4.27,70.5
2025,Eastern Europe,Road injuries,2.87,70.5
2025,China,Road injuries,13.24,70.5
2025,India,Road injuries,14.92,70.5
2025,Southeast Asia,Road injuries,7.14,70.5
2025,Middle East,Road injuries,5.29,70.5
2025,Africa,Road injuries,15.57,70.5
2025,Latin America,Road injuries,5.15,70.5
2025,Oceania,Road injuries,0.72,70.5
2026,North America,Road injuries,3.47,71.0
2026,Western Europe,Road injuries,4.29,71.0
2026,Eastern Europe,Road injuries,2.9,71.0
2026,China,Road injuries,12.76,71.0
2026,India,Road injuries,14.44,71.0
2026,Southeast Asia,Road injuries,7.35,71.0
2026,Middle East,Road injuries,4.97,71.0
2026,Africa,Road injuries,13.88,71.0
2026,Latin America,Road injuries,5.32,71.0
2026,Oceania,Road injuries,0.7,71.0
2010,North America,Self-harm,1.84,38.0
2010,Western Europe,Self-harm,2.18,38.0
2010,Eastern Europe,Self-harm,1.5,38.0
2010,China,Self-harm,6.69,38.0
2010,India,Self-harm,7.38,38.0
2010,Southeast Asia,Self-harm,3.7,38.0
2010,Middle East,Self-harm,2.72,38.0
2010,Africa,Self-harm,9.07,38.0
2010,Latin America,Self-harm,2.75,38.0
2010,Oceania,Self-harm,0.4,38.0
2011,North America,Self-harm,1.88,38.2
2011,Western Europe,Self-harm,2.3,38.2
2011,Eastern Europe,Self-harm,1.55,38.2
2011,China,Self-harm,6.7,38.2
2011,India,Self-harm,7.51,38.2
2011,Southeast Asia,Self-harm,3.95,38.2
2011,Middle East,Self-harm,2.79,38.2
2011,Africa,Self-harm,8.43,38.2
2011,Latin America,Self-harm,2.55,38.2
2011,Oceania,Self-harm,0.38,38.2
2012,North America,Self-harm,1.81,38.4
2012,Western Europe,Self-harm,2.31,38.4
2012,Eastern Europe,Self-harm,1.55,38.4
2012,China,Self-harm,6.84,38.4
2012,India,Self-harm,7.75,38.4
2012,Southeast Asia,Self-harm,3.9,38.4
2012,Middle East,Self-harm,2.72,38.4
2012,Africa,Self-harm,8.05,38.4
2012,Latin America,Self-harm,2.66,38.4
2012,Oceania,Self-harm,0.39,38.4
2013,North America,Self-harm,2.06,38.6
2013,Western Europe,Self-harm,2.29,38.6
2013,Eastern Europe,Self-harm,1.58,38.6
2013,China,Self-harm,7.2,38.6
2013,India,Self-harm,7.66,38.6
2013,Southeast Asia,Self-harm,4.04,38.6
2013,Middle East,Self-harm,2.84,38.6
2013,Africa,Self-harm,8.97,38.6
2013,Latin America,Self-harm,2.75,38.6
2013,Oceania,Self-harm,0.42,38.6
2014,North America,Self-harm,1.89,38.8
2014,Western Europe,Self-harm,2.53,38.8
2014,Eastern Europe,Self-harm,1.6,38.8
2014,China,Self-harm,7.37,38.8
2014,India,Self-harm,7.66,38.8
2014,Southeast Asia,Self-harm,4.01,38.8
2014,Middle East,Self-harm,2.88,38.8
2014,Africa,Self-harm,8.17,38.8
2014,Latin America,Self-harm,2.7,38.8
2014,Oceania,Self-harm,0.36,38.8
2015,North America,Self-harm,1.94,39.0
2015,Western Europe,Self-harm,2.26,39.0
2015,Eastern Europe,Self-harm,1.55,39.0
2015,China,Self-harm,7.89,39.0
2015,India,Self-harm,8.35,39.0
2015,Southeast Asia,Self-harm,3.68,39.0
2015,Middle East,Self-harm,2.79,39.0
2015,Africa,Self-harm,8.86,39.0
2015,Latin America,Self-harm,2.69,39.0
2015,Oceania,Self-harm,0.39,39.0
2016,North America,Self-harm,1.93,38.2
2016,Western Europe,Self-harm,2.17,38.2
2016,Eastern Europe,Self-harm,1.47,38.2
2016,China,Self-harm,6.93,38.2
2016,India,Self-harm,7.68,38.2
2016,Southeast Asia,Self-harm,3.72,38.2
2016,Middle East,Self-harm,2.59,38.2
2016,Africa,Self-harm,8.38,38.2
2016,Latin America,Self-harm,2.77,38.2
2016,Oceania,Self-harm,0.38,38.2
2017,North America,Self-harm,2.0,37.5
2017,Western Europe,Self-harm,2.19,37.5
2017,Eastern Europe,Self-harm,1.51,37.5
2017,China,Self-harm,6.66,37.5
2017,India,Self-harm,7.68,37.5
2017,Southeast Asia,Self-harm,3.63,37.5
2017,Middle East,Self-harm,2.84,37.5
2017,Africa,Self-harm,7.71,37.5
2017,Latin America,Self-harm,2.81,37.5
2017,Oceania,Self-harm,0.38,37.5
2018,North America,Self-harm,1.88,36.8
2018,Western Europe,Self-harm,2.33,36.8
2018,Eastern Europe,Self-harm,1.52,36.8
2018,China,Self-harm,6.42,36.8
2018,India,Self-harm,7.53,36.8
2018,Southeast Asia,Self-harm,3.96,36.8
2018,Middle East,Self-harm,2.48,36.8
2018,Africa,Self-harm,8.8,36.8
2018,Latin America,Self-harm,2.61,36.8
2018,Oceania,Self-harm,0.36,36.8
2019,North America,Self-harm,1.74,36.0
2019,Western Europe,Self-harm,2.14,36.0
2019,Eastern Europe,Self-harm,1.33,36.0
2019,China,Self-harm,6.37,36.0
2019,India,Self-harm,7.12,36.0
2019,Southeast Asia,Self-harm,3.45,36.0
2019,Middle East,Self-harm,2.6,36.0
2019,Africa,Self-harm,7.85,36.0
2019,Latin America,Self-harm,2.46,36.0
2019,Oceania,Self-harm,0.36,36.0
2020,North America,Self-harm,1.8,35.5
2020,Western Europe,Self-harm,2.14,35.5
2020,Eastern Europe,Self-harm,1.38,35.5
2020,China,Self-harm,6.42,35.5
2020,India,Self-harm,7.09,35.5
2020,Southeast Asia,Self-harm,3.39,35.5
2020,Middle East,Self-harm,2.46,35.5
2020,Africa,Self-harm,7.99,35.5
2020,Latin America,Self-harm,2.54,35.5
2020,Oceania,Self-harm,0.35,35.5
2021,North America,Self-harm,1.8,35.0
2021,Western Europe,Self-harm,2.02,35.0
2021,Eastern Europe,Self-harm,1.35,35.0
2021,China,Self-harm,6.24,35.0
2021,India,Self-harm,7.43,35.0
2021,Southeast Asia,Self-harm,3.52,35.0
2021,Middle East,Self-harm,2.42,35.0
2021,Africa,Self-harm,8.19,35.0
2021,Latin America,Self-harm,2.42,35.0
2021,Oceania,Self-harm,0.38,35.0
2022,North America,Self-harm,1.71,35.0
2022,Western Europe,Self-harm,2.02,35.0
2022,Eastern Europe,Self-harm,1.39,35.0
2022,China,Self-harm,6.24,35.0
2022,India,Self-harm,6.78,35.0
2022,Southeast Asia,Self-harm,3.88,35.0
2022,Middle East,Self-harm,2.48,35.0
2022,Africa,Self-harm,7.84,35.0
2022,Latin America,Self-harm,2.41,35.0
2022,Oceania,Self-harm,0.34,35.0
2023,North America,Self-harm,1.82,35.0
2023,Western Europe,Self-harm,1.96,35.0
2023,Eastern Europe,Self-harm,1.34,35.0
2023,China,Self-harm,6.24,35.0
2023,India,Self-harm,7.39,35.0
2023,Southeast Asia,Self-harm,3.45,35.0
2023,Middle East,Self-harm,2.49,35.0
2023,Africa,Self-harm,7.71,35.0
2023,Latin America,Self-harm,2.58,35.0
2023,Oceania,Self-harm,0.33,35.0
2024,North America,Self-harm,1.8,35.0
2024,Western Europe,Self-harm,2.08,35.0
2024,Eastern Europe,Self-harm,1.45,35.0
2024,China,Self-harm,6.1,35.0
2024,India,Self-harm,7.01,35.0
2024,Southeast Asia,Self-harm,3.49,35.0
2024,Middle East,Self-harm,2.35,35.0
2024,Africa,Self-harm,7.32,35.0
2024,Latin America,Self-harm,2.39,35.0
2024,Oceania,Self-harm,0.35,35.0
2025,North America,Self-harm,1.7,35.0
2025,Western Europe,Self-harm,2.07,35.0
2025,Eastern Europe,Self-harm,1.3,35.0
2025,China,Self-harm,6.21,35.0
2025,India,Self-harm,7.29,35.0
2025,Southeast Asia,Self-harm,3.6,35.0
2025,Middle East,Self-harm,2.44,35.0
2025,Africa,Self-harm,7.78,35.0
2025,Latin America,Self-harm,2.37,35.0
2025,Oceania,Self-harm,0.37,35.0
2026,North America,Self-harm,1.9,35.0
2026,Western Europe,Self-harm,2.11,35.0
2026,Eastern Europe,Self-harm,1.55,35.0
2026,China,Self-harm,6.13,35.0
2026,India,Self-harm,6.66,35.0
2026,Southeast Asia,Self-harm,3.4,35.0
2026,Middle East,Self-harm,2.43,35.0
2026,Africa,Self-harm,8.45,35.0
2026,Latin America,Self-harm,2.42,35.0
2026,Oceania,Self-harm,0.34,35.0
2010,North America,Alzheimer's & dementias,1.56,18.0
2010,Western Europe,Alzheimer's & dementias,2.03,18.0
2010,Eastern Europe,Alzheimer's & dementias,0.75,18.0
2010,China,Alzheimer's & dementias,3.18,18.0
2010,India,Alzheimer's & dementias,3.34,18.0
2010,Southeast Asia,Alzheimer's & dementias,1.72,18.0
2010,Middle East,Alzheimer's & dementias,1.35,18.0
2010,Africa,Alzheimer's & dementias,2.44,18.0
2010,Latin America,Alzheimer's & dementias,1.26,18.0
2010,Oceania,Alzheimer's & dementias,0.19,18.0
2011,North America,Alzheimer's & dementias,1.87,19.2
2011,Western Europe,Alzheimer's & dementias,2.07,19.2
2011,Eastern Europe,Alzheimer's & dementias,0.77,19.2
2011,China,Alzheimer's & dementias,3.38,19.2
2011,India,Alzheimer's & dementias,3.8,19.2
2011,Southeast Asia,Alzheimer's & dementias,1.81,19.2
2011,Middle East,Alzheimer's & dementias,1.27,19.2
2011,Africa,Alzheimer's & dementias,2.37,19.2
2011,Latin America,Alzheimer's & dementias,1.4,19.2
2011,Oceania,Alzheimer's & dementias,0.18,19.2
2012,North America,Alzheimer's & dementias,1.98,20.4
2012,Western Europe,Alzheimer's & dementias,2.14,20.4
2012,Eastern Europe,Alzheimer's & dementias,0.87,20.4
2012,China,Alzheimer's & dementias,3.62,20.4
2012,India,Alzheimer's & dementias,3.83,20.4
2012,Southeast Asia,Alzheimer's & dementias,2.15,20.4
2012,Middle East,Alzheimer's & dementias,1.51,20.4
2012,Africa,Alzheimer's & dementias,2.6,20.4
2012,Latin America,Alzheimer's & dementias,1.41,20.4
2012,Oceania,Alzheimer's & dementias,0.2,20.4
2013,North America,Alzheimer's & dementias,1.93,21.6
2013,Western Europe,Alzheimer's & dementias,2.34,21.6
2013,Eastern Europe,Alzheimer's & dementias,0.85,21.6
2013,China,Alzheimer's & dementias,3.62,21.6
2013,India,Alzheimer's & dementias,4.22,21.6
2013,Southeast Asia,Alzheimer's & dementias,2.22,21.6
2013,Middle East,Alzheimer's & dementias,1.5,21.6
2013,Africa,Alzheimer's & dementias,2.81,21.6
2013,Latin America,Alzheimer's & dementias,1.46,21.6
2013,Oceania,Alzheimer's & dementias,0.21,21.6
2014,North America,Alzheimer's & dementias,2.17,22.8
2014,Western Europe,Alzheimer's & dementias,2.35,22.8
2014,Eastern Europe,Alzheimer's & dementias,0.94,22.8
2014,China,Alzheimer's & dementias,4.11,22.8
2014,India,Alzheimer's & dementias,4.6,22.8
2014,Southeast Asia,Alzheimer's & dementias,2.21,22.8
2014,Middle East,Alzheimer's & dementias,1.57,22.8
2014,Africa,Alzheimer's & dementias,3.01,22.8
2014,Latin America,Alzheimer's & dementias,1.56,22.8
2014,Oceania,Alzheimer's & dementias,0.23,22.8
2015,North America,Alzheimer's & dementias,2.2,24.0
2015,Western Europe,Alzheimer's & dementias,2.83,24.0
2015,Eastern Europe,Alzheimer's & dementias,0.97,24.0
2015,China,Alzheimer's & dementias,4.0,24.0
2015,India,Alzheimer's & dementias,5.03,24.0
2015,Southeast Asia,Alzheimer's & dementias,2.38,24.0
2015,Middle East,Alzheimer's & dementias,1.82,24.0
2015,Africa,Alzheimer's & dementias,3.36,24.0
2015,Latin America,Alzheimer's & dementias,1.65,24.0
2015,Oceania,Alzheimer's & dementias,0.25,24.0
2016,North America,Alzheimer's & dementias,2.2,25.0
2016,Western Europe,Alzheimer's & dementias,2.7,25.0
2016,Eastern Europe,Alzheimer's & dementias,1.03,25.0
2016,China,Alzheimer's & dementias,4.7,25.0
2016,India,Alzheimer's & dementias,5.18,25.0
2016,Southeast Asia,Alzheimer's & dementias,2.51,25.0
2016,Middle East,Alzheimer's & dementias,1.93,25.0
2016,Africa,Alzheimer's & dementias,3.25,25.0
2016,Latin America,Alzheimer's & dementias,1.64,25.0
2016,Oceania,Alzheimer's & dementias,0.24,25.0
2017,North America,Alzheimer's & dementias,2.48,26.0
2017,Western Europe,Alzheimer's & dementias,2.8,26.0
2017,Eastern Europe,Alzheimer's & dementias,1.05,26.0
2017,China,Alzheimer's & dementias,4.58,26.0
2017,India,Alzheimer's & dementias,5.11,26.0
2017,Southeast Asia,Alzheimer's & dementias,2.52,26.0
2017,Middle East,Alzheimer's & dementias,1.85,26.0
2017,Africa,Alzheimer's & dementias,3.42,26.0
2017,Latin America,Alzheimer's & dementias,1.85,26.0
2017,Oceania,Alzheimer's & dementias,0.26,26.0
2018,North America,Alzheimer's & dementias,2.39,27.0
2018,Western Europe,Alzheimer's & dementias,2.75,27.0
2018,Eastern Europe,Alzheimer's & dementias,1.02,27.0
2018,China,Alzheimer's & dementias,5.49,27.0
2018,India,Alzheimer's & dementias,5.73,27.0
2018,Southeast Asia,Alzheimer's & dementias,2.85,27.0
2018,Middle East,Alzheimer's & dementias,1.84,27.0
2018,Africa,Alzheimer's & dementias,3.57,27.0
2018,Latin America,Alzheimer's & dementias,1.83,27.0
2018,Oceania,Alzheimer's & dementias,0.26,27.0
2019,North America,Alzheimer's & dementias,2.46,28.0
2019,Western Europe,Alzheimer's & dementias,3.19,28.0
2019,Eastern Europe,Alzheimer's & dementias,1.16,28.0
2019,China,Alzheimer's & dementias,4.85,28.0
2019,India,Alzheimer's & dementias,5.53,28.0
2019,Southeast Asia,Alzheimer's & dementias,2.89,28.0
2019,Middle East,Alzheimer's & dementias,1.92,28.0
2019,Africa,Alzheimer's & dementias,3.71,28.0
2019,Latin America,Alzheimer's & dementias,1.99,28.0
2019,Oceania,Alzheimer's & dementias,0.28,28.0
2020,North America,Alzheimer's & dementias,2.68,29.5
2020,Western Europe,Alzheimer's & dementias,3.1,29.5
2020,Eastern Europe,Alzheimer's & dementias,1.15,29.5
2020,China,Alzheimer's & dementias,5.07,29.5
2020,India,Alzheimer's & dementias,5.54,29.5
2020,Southeast Asia,Alzheimer's & dementias,2.94,29.5
2020,Middle East,Alzheimer's & dementias,2.13,29.5
2020,Africa,Alzheimer's & dementias,3.68,29.5
2020,Latin America,Alzheimer's & dementias,2.09,29.5
2020,Oceania,Alzheimer's & dementias,0.3,29.5
2021,North America,Alzheimer's & dementias,2.59,31.0
2021,Western Europe,Alzheimer's & dementias,3.31,31.0
2021,Eastern Europe,Alzheimer's & dementias,1.32,31.0
2021,China,Alzheimer's & dementias,5.7,31.0
2021,India,Alzheimer's & dementias,5.75,31.0
2021,Southeast Asia,Alzheimer's & dementias,3.18,31.0
2021,Middle East,Alzheimer's & dementias,2.11,31.0
2021,Africa,Alzheimer's & dementias,4.21,31.0
2021,Latin America,Alzheimer's & dementias,2.11,31.0
2021,Oceania,Alzheimer's & dementias,0.31,31.0
2022,North America,Alzheimer's & dementias,2.85,32.3
2022,Western Europe,Alzheimer's & dementias,3.49,32.3
2022,Eastern Europe,Alzheimer's & dementias,1.26,32.3
2022,China,Alzheimer's & dementias,5.77,32.3
2022,India,Alzheimer's & dementias,6.17,32.3
2022,Southeast Asia,Alzheimer's & dementias,3.3,32.3
2022,Middle East,Alzheimer's & dementias,2.28,32.3
2022,Africa,Alzheimer's & dementias,4.0,32.3
2022,Latin America,Alzheimer's & dementias,2.36,32.3
2022,Oceania,Alzheimer's & dementias,0.32,32.3
2023,North America,Alzheimer's & dementias,3.05,33.7
2023,Western Europe,Alzheimer's & dementias,3.75,33.7
2023,Eastern Europe,Alzheimer's & dementias,1.36,33.7
2023,China,Alzheimer's & dementias,6.35,33.7
2023,India,Alzheimer's & dementias,6.65,33.7
2023,Southeast Asia,Alzheimer's & dementias,3.51,33.7
2023,Middle East,Alzheimer's & dementias,2.37,33.7
2023,Africa,Alzheimer's & dementias,4.54,33.7
2023,Latin America,Alzheimer's & dementias,2.4,33.7
2023,Oceania,Alzheimer's & dementias,0.35,33.7
2024,North America,Alzheimer's & dementias,3.24,35.0
2024,Western Europe,Alzheimer's & dementias,3.71,35.0
2024,Eastern Europe,Alzheimer's & dementias,1.36,35.0
2024,China,Alzheimer's & dementias,6.29,35.0
2024,India,Alzheimer's & dementias,6.79,35.0
2024,Southeast Asia,Alzheimer's & dementias,3.36,35.0
2024,Middle East,Alzheimer's & dementias,2.25,35.0
2024,Africa,Alzheimer's & dementias,4.34,35.0
2024,Latin America,Alzheimer's & dementias,2.65,35.0
2024,Oceania,Alzheimer's & dementias,0.34,35.0
2025,North America,Alzheimer's & dementias,3.54,36.5
2025,Western Europe,Alzheimer's & dementias,4.01,36.5
2025,Eastern Europe,Alzheimer's & dementias,1.46,36.5
2025,China,Alzheimer's & dementias,6.19,36.5
2025,India,Alzheimer's & dementias,7.3,36.5
2025,Southeast Asia,Alzheimer's & dementias,3.94,36.5
2025,Middle East,Alzheimer's & dementias,2.72,36.5
2025,Africa,Alzheimer's & dementias,4.87,36.5
2025,Latin America,Alzheimer's & dementias,2.44,36.5
2025,Oceania,Alzheimer's & dementias,0.35,36.5
2026,North America,Alzheimer's & dementias,3.31,38.0
2026,Western Europe,Alzheimer's & dementias,4.32,38.0
2026,Eastern Europe,Alzheimer's & dementias,1.62,38.0
2026,China,Alzheimer's & dementias,6.89,38.0
2026,India,Alzheimer's & dementias,7.51,38.0
2026,Southeast Asia,Alzheimer's & dementias,4.04,38.0
2026,Middle East,Alzheimer's & dementias,2.56,38.0
2026,Africa,Alzheimer's & dementias,5.03,38.0
2026,Latin America,Alzheimer's & dementias,2.71,38.0
2026,Oceania,Alzheimer's & dementias,0.37,38.0
2010,North America,Kidney disease,1.36,28.0
2010,Western Europe,Kidney disease,1.63,28.0
2010,Eastern Europe,Kidney disease,1.19,28.0
2010,China,Kidney disease,5.44,28.0
2010,India,Kidney disease,5.63,28.0
2010,Southeast Asia,Kidney disease,2.77,28.0
2010,Middle East,Kidney disease,1.91,28.0
2010,Africa,Kidney disease,6.16,28.0
2010,Latin America,Kidney disease,1.92,28.0
2010,Oceania,Kidney disease,0.28,28.0
2011,North America,Kidney disease,1.47,29.0
2011,Western Europe,Kidney disease,1.71,29.0
2011,Eastern Europe,Kidney disease,1.15,29.0
2011,China,Kidney disease,5.18,29.0
2011,India,Kidney disease,5.73,29.0
2011,Southeast Asia,Kidney disease,2.85,29.0
2011,Middle East,Kidney disease,2.09,29.0
2011,Africa,Kidney disease,5.94,29.0
2011,Latin America,Kidney disease,2.16,29.0
2011,Oceania,Kidney disease,0.29,29.0
2012,North America,Kidney disease,1.54,30.0
2012,Western Europe,Kidney disease,1.85,30.0
2012,Eastern Europe,Kidney disease,1.17,30.0
2012,China,Kidney disease,5.21,30.0
2012,India,Kidney disease,5.76,30.0
2012,Southeast Asia,Kidney disease,2.97,30.0
2012,Middle East,Kidney disease,2.16,30.0
2012,Africa,Kidney disease,6.45,30.0
2012,Latin America,Kidney disease,2.15,30.0
2012,Oceania,Kidney disease,0.27,30.0
2013,North America,Kidney disease,1.53,31.0
2013,Western Europe,Kidney disease,1.95,31.0
2013,Eastern Europe,Kidney disease,1.23,31.0
2013,China,Kidney disease,5.4,31.0
2013,India,Kidney disease,6.04,31.0
2013,Southeast Asia,Kidney disease,2.75,31.0
2013,Middle East,Kidney disease,2.08,31.0
2013,Africa,Kidney disease,7.11,31.0
2013,Latin America,Kidney disease,2.12,31.0
2013,Oceania,Kidney disease,0.3,31.0
2014,North America,Kidney disease,1.46,32.0
2014,Western Europe,Kidney disease,1.8,32.0
2014,Eastern Europe,Kidney disease,1.34,32.0
2014,China,Kidney disease,5.9,32.0
2014,India,Kidney disease,6.08,32.0
2014,Southeast Asia,Kidney disease,3.12,32.0
2014,Middle East,Kidney disease,2.24,32.0
2014,Africa,Kidney disease,6.71,32.0
2014,Latin America,Kidney disease,2.07,32.0
2014,Oceania,Kidney disease,0.32,32.0
2015,North America,Kidney disease,1.69,33.0
2015,Western Europe,Kidney disease,2.03,33.0
2015,Eastern Europe,Kidney disease,1.37,33.0
2015,China,Kidney disease,5.58,33.0
2015,India,Kidney disease,6.62,33.0
2015,Southeast Asia,Kidney disease,3.26,33.0
2015,Middle East,Kidney disease,2.3,33.0
2015,Africa,Kidney disease,7.2,33.0
2015,Latin America,Kidney disease,2.25,33.0
2015,Oceania,Kidney disease,0.29,33.0
2016,North America,Kidney disease,1.83,35.0
2016,Western Europe,Kidney disease,2.13,35.0
2016,Eastern Europe,Kidney disease,1.32,35.0
2016,China,Kidney disease,6.42,35.0
2016,India,Kidney disease,6.88,35.0
2016,Southeast Asia,Kidney disease,3.44,35.0
2016,Middle East,Kidney disease,2.38,35.0
2016,Africa,Kidney disease,7.87,35.0
2016,Latin America,Kidney disease,2.37,35.0
2016,Oceania,Kidney disease,0.33,35.0
2017,North America,Kidney disease,1.94,37.0
2017,Western Europe,Kidney disease,2.2,37.0
2017,Eastern Europe,Kidney disease,1.47,37.0
2017,China,Kidney disease,6.85,37.0
2017,India,Kidney disease,7.21,37.0
2017,Southeast Asia,Kidney disease,3.63,37.0
2017,Middle East,Kidney disease,2.62,37.0
2017,Africa,Kidney disease,7.65,37.0
2017,Latin America,Kidney disease,2.61,37.0
2017,Oceania,Kidney disease,0.36,37.0
2018,North America,Kidney disease,2.02,39.0
2018,Western Europe,Kidney disease,2.39,39.0
2018,Eastern Europe,Kidney disease,1.59,39.0
2018,China,Kidney disease,6.58,39.0
2018,India,Kidney disease,7.77,39.0
2018,Southeast Asia,Kidney disease,3.72,39.0
2018,Middle East,Kidney disease,2.73,39.0
2018,Africa,Kidney disease,7.82,39.0
2018,Latin America,Kidney disease,2.57,39.0
2018,Oceania,Kidney disease,0.41,39.0
2019,North America,Kidney disease,2.08,41.0
2019,Western Europe,Kidney disease,2.43,41.0
2019,Eastern Europe,Kidney disease,1.58,41.0
2019,China,Kidney disease,7.07,41.0
2019,India,Kidney disease,8.27,41.0
2019,Southeast Asia,Kidney disease,4.04,41.0
2019,Middle East,Kidney disease,3.05,41.0
2019,Africa,Kidney disease,8.95,41.0
2019,Latin America,Kidney disease,2.88,41.0
2019,Oceania,Kidney disease,0.39,41.0
2020,North America,Kidney disease,2.09,42.5
2020,Western Europe,Kidney disease,2.57,42.5
2020,Eastern Europe,Kidney disease,1.67,42.5
2020,China,Kidney disease,7.5,42.5
2020,India,Kidney disease,8.61,42.5
2020,Southeast Asia,Kidney disease,4.52,42.5
2020,Middle East,Kidney disease,2.99,42.5
2020,Africa,Kidney disease,9.79,42.5
2020,Latin America,Kidney disease,3.05,42.5
2020,Oceania,Kidney disease,0.44,42.5
2021,North America,Kidney disease,2.15,44.0
2021,Western Europe,Kidney disease,2.62,44.0
2021,Eastern Europe,Kidney disease,1.75,44.0
2021,China,Kidney disease,8.09,44.0
2021,India,Kidney disease,9.08,44.0
2021,Southeast Asia,Kidney disease,4.42,44.0
2021,Middle East,Kidney disease,3.19,44.0
2021,Africa,Kidney disease,9.46,44.0
2021,Latin America,Kidney disease,3.19,44.0
2021,Oceania,Kidney disease,0.46,44.0
2022,North America,Kidney disease,2.36,46.0
2022,Western Europe,Kidney disease,2.77,46.0
2022,Eastern Europe,Kidney disease,1.89,46.0
2022,China,Kidney disease,7.99,46.0
2022,India,Kidney disease,9.27,46.0
2022,Southeast Asia,Kidney disease,4.66,46.0
2022,Middle East,Kidney disease,3.05,46.0
2022,Africa,Kidney disease,10.31,46.0
2022,Latin America,Kidney disease,3.06,46.0
2022,Oceania,Kidney disease,0.45,46.0
2023,North America,Kidney disease,2.4,48.0
2023,Western Europe,Kidney disease,2.8,48.0
2023,Eastern Europe,Kidney disease,1.93,48.0
2023,China,Kidney disease,8.66,48.0
2023,India,Kidney disease,9.29,48.0
2023,Southeast Asia,Kidney disease,4.91,48.0
2023,Middle East,Kidney disease,3.26,48.0
2023,Africa,Kidney disease,11.57,48.0
2023,Latin America,Kidney disease,3.35,48.0
2023,Oceania,Kidney disease,0.46,48.0
2024,North America,Kidney disease,2.4,50.0
2024,Western Europe,Kidney disease,3.14,50.0
2024,Eastern Europe,Kidney disease,1.97,50.0
2024,China,Kidney disease,8.52,50.0
2024,India,Kidney disease,10.35,50.0
2024,Southeast Asia,Kidney disease,4.92,50.0
